method,ARI,AMI,FMI,unlabeled_pctg,cluster_num,pred_type_max_pctg,supervised,dataset,complexity,entropy,seq_depth_med,seq_depth_IQR,cell_types,cell_type_max_pctg,sparsity,sample_num,gene_num,assigned
scmap_cluster...1,0.5678458342945285,0.619955127379824,0.6675059754321825,0.2348993288590604,8,0.3053691275167785,TRUE,GSE96583_8_Ctrl_Pats,0.881448139553607,1.65533401646061,0.06979184391129262,0.06584992343032159,8,0.40604026845637586,0.9666860041743132,298,17631,NA
scmap_cell...2,0.31191306840388977,0.4187327903331114,0.5030456775405473,0.43288590604026844,7,0.43288590604026844,TRUE,GSE96583_8_Ctrl_Pats,0.881448139553607,1.65533401646061,0.06979184391129262,0.06584992343032159,8,0.40604026845637586,0.9666860041743132,298,17631,NA
chetah...3,0.5403122079341812,0.568396570868039,0.6427935604617111,0.16778523489932887,9,0.30201342281879195,TRUE,GSE96583_8_Ctrl_Pats,0.881448139553607,1.65533401646061,0.06979184391129262,0.06584992343032159,8,0.40604026845637586,0.9666860041743132,298,17631,NA
singlecellnet...4,0.7937718282688454,0.7220523367468065,0.8491836054431467,0.013422818791946308,7,0.4261744966442953,TRUE,GSE96583_8_Ctrl_Pats,0.881448139553607,1.65533401646061,0.06979184391129262,0.06584992343032159,8,0.40604026845637586,0.9666860041743132,298,17631,NA
garnett...5,0.003017203702369491,0.053245314880166594,0.46825269056896346,0.9429530201342282,4,0.9429530201342282,TRUE,GSE96583_8_Ctrl_Pats,0.881448139553607,1.65533401646061,0.06979184391129262,0.06584992343032159,8,0.40604026845637586,0.9666860041743132,298,17631,NA
singleR...6,0.7891031356932111,0.7192800476878152,0.8443071875715044,0,7,0.41946308724832215,TRUE,GSE96583_8_Ctrl_Pats,0.881448139553607,1.65533401646061,0.06979184391129262,0.06584992343032159,8,0.40604026845637586,0.9666860041743132,298,17631,NA
cellassign...7,0.7800944280320442,0.7379650654155038,0.8401711204502398,0,8,0.4261744966442953,TRUE,GSE96583_8_Ctrl_Pats,0.881448139553607,1.65533401646061,0.06979184391129262,0.06584992343032159,8,0.40604026845637586,0.9666860041743132,298,17631,NA
seurat...8,0.7870505888488925,0.6892948315708735,0.8536775602271536,NA,4,0.4429530201342282,FALSE,GSE96583_8_Ctrl_Pats,0.881448139553607,1.65533401646061,0.06979184391129262,0.06584992343032159,8,0.40604026845637586,0.9666860041743132,298,17631,NA
tscan...9,0.2536109357176368,0.39643952610346744,0.4059969203794388,NA,8,0.28187919463087246,FALSE,GSE96583_8_Ctrl_Pats,0.881448139553607,1.65533401646061,0.06979184391129262,0.06584992343032159,8,0.40604026845637586,0.9666860041743132,298,17631,NA
sc3...10,0.5700422144854927,0.6598722963651766,0.6668314290774344,NA,8,0.24832214765100671,FALSE,GSE96583_8_Ctrl_Pats,0.881448139553607,1.65533401646061,0.06979184391129262,0.06584992343032159,8,0.40604026845637586,0.9666860041743132,298,17631,NA
liger...11,0.5756338078436988,0.4977875024384899,0.722048901032168,NA,6,0.5503355704697986,FALSE,GSE96583_8_Ctrl_Pats,0.881448139553607,1.65533401646061,0.06979184391129262,0.06584992343032159,8,0.40604026845637586,0.9666860041743132,298,17631,NA
cidr...12,0.26851967735766596,0.2414886067857547,0.5399310318544206,NA,4,0.6577181208053692,FALSE,GSE96583_8_Ctrl_Pats,0.881448139553607,1.65533401646061,0.06979184391129262,0.06584992343032159,8,0.40604026845637586,0.9666860041743132,298,17631,NA
monocle3...13,0.38903340371104705,0.34947732003392395,0.649549730803518,NA,2,0.6778523489932886,FALSE,GSE96583_8_Ctrl_Pats,0.881448139553607,1.65533401646061,0.06979184391129262,0.06584992343032159,8,0.40604026845637586,0.9666860041743132,298,17631,NA
pcaReduce...14,0.31779020717246304,0.47850052983899805,0.46140537330936543,NA,17,0.14429530201342283,FALSE,GSE96583_8_Ctrl_Pats,0.881448139553607,1.65533401646061,0.06979184391129262,0.06584992343032159,8,0.40604026845637586,0.9666860041743132,298,17631,NA
scmap_cluster...15,1,1,1,NA,NA,NA,TRUE,GSE96583_8_Ctrl_Pats,0.881448139553607,1.65533401646061,0.06979184391129262,0.06584992343032159,8,0.40604026845637586,0.9666860041743132,298,17631,TRUE
